AURKA,BRAF,FGFR1,MAP3K7,MAPK15,MKNK1,PAK1,PAK3,PDPK1,PIK3CA,RET,RPS6KB1,SRC,STK11,TTK,smiles
1,1,1,0,1,0,0,0,1,1,2,1,1,1,1,CC(C)OC(=O)[C@H](C)N[P@](=O)(CO[C@H](C)Cn1cnc2c(N)ncnc21)Oc1ccccc1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CC(C)OC(=O)[C@H](C)N[P@](=O)(OC[C@H]1O[C@@H](n2ccc(=O)[nH]c2=O)[C@](C)(F)[C@@H]1O)Oc1ccccc1
1,1,1,0,1,0,0,1,1,1,1,1,1,1,1,CC(C)Oc1ccc(-c2c[nH]cc2CN(C)CCN)cc1
0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,CC(C)Oc1ccc(-c2cnc3c(-c4ccnc5ccccc45)cnn3c2)cc1
1,1,1,0,1,0,0,0,1,1,1,1,1,0,1,CC(C)Oc1ccc(-c2nc(-c3cccc4c3CC[C@@H]4NCCO)no2)cc1C#N
2,1,1,0,1,1,0,0,1,1,2,1,2,0,1,CC(C)Oc1ccc(-c2nn([C@@H](C)c3oc4ccc(F)cc4c(=O)c3-c3cccc(F)c3)c3ncnc(N)c23)cc1F
1,1,1,0,1,0,0,1,1,1,1,1,1,1,1,CC(C)Oc1ccc(C(=O)N[C@H](CNC(=O)CN(C)C)Cc2ccc(-c3cn4cccc([C@H](C)O)c4n3)cc2)cc1Cl
0,1,1,0,0,1,0,1,1,1,1,1,1,1,1,CC(C)Oc1ccc2c(=O)c(-c3ccccc3)coc2c1
1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,CC(C)S(=O)(=O)c1ccc2nccc(Nc3ccc4scnc4c3)c2c1
0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,CC(C)[C@@H]1CC[C@@H](C)C[C@H]1O
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CC(C)[C@@H]1[C@H]2OC(=O)[C@@H]1[C@@H]1CC[C@@H]3CN(C)[C@H]2[C@@]31C
2,1,1,1,2,1,0,1,1,1,1,1,1,1,1,CC(C)[C@H](C(=O)Nc1ccc(C(=O)NO)cc1)c1ccccc1
0,1,0,0,1,1,1,1,0,0,0,0,1,0,0,CC(C)[C@H](C)[C@@H](O)[C@H](O)[C@@H](C)[C@H]1CC[C@H]2[C@@H]3COC(=O)[C@H]4C[C@H](O)[C@H](O)C[C@]4(C)[C@H]3CC[C@@]21C
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CC(C)[C@H](CNC(=O)[C@@H](NC(=O)c1cccc(-c2ccccc2)n1)[C@@H](C)O)B(O)O
0,0,1,1,2,0,0,0,0,1,1,0,2,0,1,CC(C)[C@H](CO)Nc1nc(Nc2cccc(Cl)c2)c2ncn(C(C)C)c2n1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CC(C)[C@H](N)C(=O)O
0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,CC(C)[C@H](N)C(=O)OCC(CO)OCN1C=NC2C(=O)NC(N)=NC21.Cl
0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,CC(C)[C@H](N)C(=O)OCCOCn1cnc2c(=O)[nH]c(N)nc21.Cl
0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,CC(C)[C@H](NC(=O)CN)C(=O)O
0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,CC(C)[C@H](NC(=O)OCc1ccccc1)C(=O)N[C@@H](C)C(=O)N[C@@H](CC(=O)O)C(=O)CF
1,1,1,1,1,1,1,1,0,0,1,1,1,0,1,CC(C)[C@H](NC(=O)[C@H](CC(=O)O)NC(=O)[C@H](CCCCN)NC(=O)[C@@H](N)CCCNC(=N)N)C(=O)N[C@@H](Cc1ccc(O)cc1)C(=O)O
0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,CC(C)[C@H](NC(=O)c1ccc2ccccc2n1)C(=O)N[C@@H](CC(=O)O)C(=O)COc1c(F)cccc1F
1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,CC(C)[C@H](O)C(=O)N[C@@H](C)C(=O)N[C@@H]1C(=O)N(C)CCc2ccccc21
0,0,1,0,1,1,0,1,0,0,1,1,1,0,1,CC(C)[C@H]1C(=O)N[C@@H](CCCNC(=N)N)C(=O)NCC(=O)N[C@@H](CC(=O)O)C(=O)N[C@H](Cc2ccccc2)C(=O)N1C.O=C(O)C(F)(F)F
0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,CC(C)[C@H]1CC[C@H](C(=O)N[C@H](Cc2ccccc2)C(=O)O)CC1
1,1,1,0,0,0,0,1,1,1,1,1,1,1,1,CC(C)[C@]12CC[C@](C)(CC1)O2
0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,CC(C)[C@]12O[C@H]1[C@@H]1O[C@@]13[C@@]1(C)CCC4=C(COC4=O)[C@@H]1C[C@@H]1O[C@@]13C2=O
0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,CC(C)[C@]12O[C@H]1[C@@H]1O[C@@]13[C@@]1(C)CCC4=C(COC4=O)[C@@H]1C[C@@H]1O[C@@]13[C@@H]2O
0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,CC(C)[N+](C)(CCC(C(N)=O)(c1ccccc1)c1ccccc1)C(C)C.[I-]
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CC(C)[N+](C)(CCOC(=O)C1c2ccccc2Oc2ccccc21)C(C)C.[Br-]
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CC(C)[N+]1(C)C2CCC1CC(OC(=O)C(CO)c1ccccc1)C2.[Br-]
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CC(C)c1c(-c2ccccc2)[nH]c2c(C#N)cnn2c1=O.Cl
0,1,1,0,0,1,1,1,1,1,1,1,0,0,0,CC(C)c1c(C(=O)Nc2ccccc2)c(-c2ccccc2)c(-c2ccc(F)cc2)n1CC[C@@H](O)C[C@@H](O)CC(=O)O
1,1,1,0,0,1,1,1,0,1,1,0,1,0,0,CC(C)c1c(C(=O)Nc2ccccc2)c(-c2ccccc2)c(-c2ccc(F)cc2)n1CC[C@@H](O)C[C@@H](O)CC(=O)[O-].CC(C)c1c(C(=O)Nc2ccccc2)c(-c2ccccc2)c(-c2ccc(F)cc2)n1CC[C@@H](O)C[C@@H](O)CC(=O)[O-].[Ca+2]
0,1,0,1,2,1,0,0,0,1,0,1,0,1,1,CC(C)c1c2cc(-c3ccnc(N[C@H]4CC[C@H](NC5CCOCC5)CC4)n3)ccc2nn1C
0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,CC(C)c1cc(-c2ccc(F)c3ccccc23)nc(N)n1
1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,CC(C)c1cc(-c2n[nH]c(=O)n2-c2ccc3c(ccn3C)c2)c(O)cc1O
1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,CC(C)c1cc(C(=O)N2Cc3ccc(CN4CCN(C)CC4)cc3C2)c(O)cc1O
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CC(C)c1cc(C(C)C)c(CC(=O)NS(=O)(=O)Oc2c(C(C)C)cccc2C(C)C)c(C(C)C)c1
0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,CC(C)c1cc2c(N3CCN(C4=NCC(C)(C)S4)CC3)ncnc2s1
2,1,1,2,2,0,1,1,1,1,2,2,1,1,1,CC(C)c1cc2c(c(O)c1O)[C@@]1(C(=O)O)CCCC(C)(C)[C@@H]1CC2
1,1,2,2,1,1,1,1,2,1,2,1,1,1,1,CC(C)c1cc2c(c(O)c1O)[C@@]13CCCC(C)(C)[C@@H]1C[C@@H]2OC3=O
1,1,0,1,2,0,1,1,1,1,1,1,1,1,1,CC(C)c1cc2c(cc1S(=O)(=O)[O-])[C@@]1(C)CCC[C@@](C)(C(=O)O)[C@@H]1CC2.[Na+]
1,0,1,0,1,0,0,1,1,1,1,1,1,1,1,CC(C)c1ccc(C(=O)NC(=N)N)cc1S(C)(=O)=O
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CC(C)c1ccc(C=O)cc1
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,CC(C)c1ccc(CO)cc1
0,0,1,0,1,0,0,0,1,0,2,0,0,0,0,CC(C)c1ccc(NC(=O)Cn2cnc3c2c(=O)n(C)c(=O)n3C)cc1
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,CC(C)c1ccc2c(c1)c(SC(C)(C)C)c(CC(C)(C)C(=O)O)n2Cc1ccc(Cl)cc1
1,0,1,0,1,1,0,1,1,1,1,1,1,1,1,CC(C)c1ccc2c(c1O)CC[C@H]1C3=C(CC[C@]21C)C(=O)OC3
0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,CC(C)c1ccc2oc3nc(N)c(C(=O)O)cc3c(=O)c2c1
0,0,1,0,0,0,0,0,1,1,1,1,1,0,0,CC(C)c1cccc(=O)c(O)c1
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,CC(C)c1cccc(C(C)C)c1O
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CC(C)c1ccccc1Cc1cc(C(=O)Nc2ccc(S(=O)(=O)c3ccccc3C(C)(C)C)cc2)c(O)c(O)c1O
1,0,1,0,1,0,0,0,1,1,1,1,1,1,1,CC(C)c1cnn2c(NCc3ccccc3)cc(NCCCCCCN)nc12.Cl
1,1,1,0,1,0,0,0,1,1,1,1,1,1,1,CC(C)c1cnn2c(NCc3ccccc3-n3cccn3)nc(OC3CCCNC3)nc12
0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,CC(C)c1nc(CN(C)C(=O)N[C@@H](CCN2CCOCC2)C(=O)N[C@H](CC[C@H](Cc2ccccc2)NC(=O)OCc2cncs2)Cc2ccccc2)cs1
0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,CC(C)c1nc(CN(C)C(=O)N[C@H](C(=O)N[C@@H](Cc2ccccc2)C[C@H](O)[C@H](Cc2ccccc2)NC(=O)OCc2cncs2)C(C)C)cs1
0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,CC(C)c1nc(N(C)S(C)(=O)=O)nc(-c2ccc(F)cc2)c1/C=C/[C@@H](O)C[C@@H](O)CC(=O)O
0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,CC(C)c1nc(N(C)S(C)(=O)=O)nc(-c2ccc(F)cc2)c1/C=C/[C@@H](O)C[C@@H](O)CC(=O)[O-].CC(C)c1nc(N(C)S(C)(=O)=O)nc(-c2ccc(F)cc2)c1/C=C/[C@@H](O)C[C@@H](O)CC(=O)[O-].[Ca+2]
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,CC(C)c1noc(N2CCC(COc3ccc(-c4ccc(S(C)(=O)=O)cc4)nc3)CC2)n1
0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,CC(C)c1onc(-c2c(Cl)cccc2Cl)c1COc1ccc(/C=C/c2cccc(C(=O)O)c2)c(Cl)c1
1,1,0,0,0,1,0,0,0,1,0,1,1,0,1,CC(C)n1c(/C=C/[C@@H](O)C[C@@H](O)CC(=O)[O-])c(-c2ccc(F)cc2)c2ccccc21.[Na+]
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CC(C)n1c(=O)n(C)c2cnc3cc(F)c(-c4ccc(OCCCN5CCCCC5)nc4)cc3c21
0,1,1,0,1,0,0,0,1,0,1,0,1,0,1,CC(C)n1c([C@H](C)Nc2ncnc(N)c2C#N)cc2cccc(-c3ccc(=O)n(C)c3)c2c1=O
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CC(C)n1cnc2c(NCCc3ccc(O)cc3)nc(-c3csc4ccccc34)nc21
1,2,1,0,0,0,1,0,0,0,2,0,2,0,1,CC(C)n1nc(-c2cc3cc(O)ccc3[nH]2)c2c(N)ncnc21
1,2,2,0,2,2,0,0,1,1,2,2,2,0,1,CC(C)n1nc(-c2ccc(NC(=O)Nc3cc(C(F)(F)F)ccc3F)cc2)c2c(N)ncnc21
2,1,0,0,1,0,1,1,0,0,1,0,2,0,0,CC(C)n1nc(-c2ccc3oc(N)nc3c2)c2c(N)ncnc21
0,1,1,0,1,1,0,0,1,1,1,1,1,1,1,CC(C)n1nccc1-c1ncccc1COc1cccc(O)c1C=O
0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,CC(C)n1ncnc1-c1cn2c(n1)-c1ccc(O[C@@H](C)C(N)=O)cc1OCC2
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CC(CC(=O)C[C@@H](C)[C@H]1C[C@H](O)[C@@]2(C)C3=C(C(=O)C[C@]12C)[C@@]1(C)CCC(=O)C(C)(C)C1C[C@@H]3O)C(=O)O
0,0,1,0,0,0,0,1,1,1,0,1,1,1,1,CC(CC(=O)O)C(=O)O
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CC(CCC(=O)O)C(=O)O
1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,CC(CCC(=O)O)CC(=O)O
1,1,1,1,1,1,0,0,0,1,1,2,1,0,0,CC(CCc1ccc(O)cc1)NCC(O)c1ccc(O)cc1.Cl
0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,CC(CCc1ccccc1)NC(C)C(O)c1ccc(O)cc1.Cl
1,1,0,0,1,1,0,0,1,0,0,1,0,0,0,CC(CCc1ccccc1)NCC(=O)c1ccc(O)c(C(N)=O)c1.Cl
1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,CC(CCc1ccccc1)NCC(O)c1ccc(O)c(C(N)=O)c1.Cl
1,1,1,0,1,0,1,0,1,1,1,1,1,0,1,CC(CN(C)C)CN1c2ccccc2CCc2ccccc21.O=C(O)/C=C\C(=O)O
1,1,1,0,1,1,0,1,1,1,1,0,1,1,1,CC(CN(C)C)CN1c2ccccc2Sc2ccccc21.CC(CN(C)C)CN1c2ccccc2Sc2ccccc21.O=C(O)[C@H](O)[C@@H](O)C(=O)O
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CC(CN)C(=O)O
0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,CC(CN1c2ccccc2Sc2ccccc21)N(C)C.Cl
0,0,1,0,1,0,0,0,1,1,1,1,0,0,1,CC(CNC(=O)c1cccnc1)NC(=O)c1cccnc1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CC(COc1ccccc1)N(CCCl)Cc1ccccc1.Cl
0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,CC(COc1ccccc1)NC(C)C(O)c1ccc(O)cc1.Cl
1,1,1,0,0,1,0,0,1,1,1,1,1,0,1,CC(COc1ccccc1Cc1ccccc1)N1CCCCC1.O=P(O)(O)O
1,0,1,0,0,0,0,0,1,1,1,1,1,1,1,CC(C[N+](C)(C)C)OC(N)=O.[Cl-]
1,1,2,1,2,1,1,1,0,1,2,2,2,0,2,CC(Cc1ccc(O)c(O)c1)C(C)Cc1ccc(O)c(O)c1
2,1,2,2,1,2,1,2,2,1,2,2,2,2,2,CC(Cc1ccc(O)cc1)NCC(O)c1cc(O)cc(O)c1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CC(N)=O
1,0,1,0,1,0,0,1,1,1,1,1,1,1,1,CC(N)C12CC3CC(CC(C3)C1)C2
1,0,1,0,1,0,0,1,1,1,1,1,1,1,1,CC(N)C12CC3CC(CC(C3)C1)C2.Cl
0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,CC(N/C(=N/C#N)Nc1ccncc1)C(C)(C)C.O
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CC(NC(=O)[C@H](Cc1ccccc1)NC(=O)OCc1ccccc1)C(=O)CF
0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,CC(NC(=O)c1ccccc1/N=C/c1c(O)ccc2ccccc12)c1ccccc1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CC(NC(C)(C)C)C(=O)c1cccc(Cl)c1.Cl
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,CC(NCCC(c1ccccc1)c1ccccc1)c1ccccc1.Cl
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CC(Nc1nc(N2CCCC2)nc2ccccc12)c1ccccc1
1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,CC(O)(CS(=O)(=O)c1ccc(F)cc1)C(=O)Nc1ccc(C#N)c(C(F)(F)F)c1
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,CC(O)(P(=O)(O)O)P(=O)(O)O
2,0,2,1,1,1,0,1,1,1,2,1,2,0,1,CC(O)C(=O)O.CC(O)C(=O)O.CN1CCN(c2ccc3nc(-c4c(N)c5c(F)cccc5[nH]c4=O)[nH]c3c2)CC1
0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,CC(O)C(=O)O.CCOc1ccc2nc3cc(N)ccc3c(N)c2c1.O
2,0,2,1,1,1,0,1,1,0,2,1,2,0,2,CC(O)C(=O)O.CN1CCN(c2ccc3nc(-c4c(N)c5c(F)cccc5[nH]c4=O)[nH]c3c2)CC1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CC(O)C(=O)[O-].[NH4+]
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CC(O)C(C)O
0,0,0,1,2,1,0,0,0,0,1,1,0,0,0,CC(O)C1C(=O)N2C(C(=O)O)=C(SC3CNC(C(=O)N(C)C)C3)C(C)C12
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,CC(O)CO
1,0,1,1,1,0,0,0,1,0,1,0,1,0,0,CC(O)Cn1cnc2c1c(=O)n(C)c(=O)n2C
0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,CC(O)[C@H](C)[C@H](N)C(=O)O
1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,CC(O)c1cc(C(=O)N[C@@H](C)Cn2ccc(-c3ccc(C#N)c(Cl)c3)n2)n[nH]1
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,CC(O)c1ccc(S(=O)(=O)NC(=O)NC2CCCCC2)cc1
1,1,1,1,1,0,0,1,1,1,1,0,1,0,1,CC(OC(=O)OC1CCCCC1)OC(=O)C1=C(CSc2nnnn2CCN(C)C)CS[C@@H]2[C@H](NC(=O)Cc3csc(N)n3)C(=O)N12.Cl.Cl
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CC(ONC(=O)c1cc(C(F)(F)F)cc(C(F)(F)F)c1)C(=O)Nc1ccc(Cl)cc1
0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,CC(S)C(=O)NCC(=O)O
0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,CC(S)C(=O)O
0,0,1,0,0,0,0,0,1,1,0,1,1,0,1,CC(c1cc2ccccc2s1)N(O)C(N)=O
0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,CC/C(=C(/CC)c1ccc(O)cc1)c1ccc(O)cc1
1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,CC/C(=C(/c1ccc(/C=C/C(=O)O)cc1)c1ccc2[nH]ncc2c1)c1ccc(F)cc1Cl
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,CC/C(=C(\c1ccc(O)cc1)c1ccc(OCCNC)cc1)c1ccccc1.Cl
1,0,1,0,0,1,0,0,1,0,0,1,1,0,0,CC/C(=C(\c1ccccc1)c1ccc(OCCN(C)C)cc1)c1ccccc1.O=C(O)CC(O)(CC(=O)O)C(=O)O
0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,CC/C=C(\C(=O)N[C@@H]1C(=O)N2C(C(=O)OCOC(=O)C(C)(C)C)=C(COC(N)=O)CS[C@H]12)c1csc(N)n1.Cl.O
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CC/C=C(\C)C(=O)O
1,0,1,0,1,1,0,0,1,1,1,1,1,0,1,CC/C=C\C/C=C\C/C=C\CCCCCCCC(=O)OC
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CC/C=C\CC1=C(C)CCC1=O
0,0,1,0,0,0,0,0,1,1,1,1,1,1,1,CC/C=C\CCO
0,1,0,0,0,1,1,1,1,0,1,1,0,1,0,CC1(C(=O)[O-])CC[C@]2(C)CC[C@]3(C)C(=CC(=O)[C@@H]4[C@@]5(C)CC[C@H](OC(=O)CCC(=O)[O-])C(C)(C)C5CC[C@]43C)[C@@H]2C1.[Na+].[Na+]
1,0,1,0,0,0,0,0,1,1,1,1,1,1,1,CC1(C)C(=O)N(c2ccc(C#N)c(C(F)(F)F)c2)C(=O)N1CCCCO
0,0,1,0,1,1,0,1,1,1,0,1,0,0,1,CC1(C)C2CCC1(C)C(O)C2
1,1,1,0,0,1,0,0,1,1,1,1,1,1,1,CC1(C)C=C(CN2C/C(=C\c3ccc(F)cc3)C(=O)/C(=C/c3ccc(F)cc3)C2)C(C)(C)N1O
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,CC1(C)C=Cc2c(ccc3c2OC[C@@H](c2ccc(O)cc2O)C3)O1
0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,CC1(C)C=Cc2cc(-c3coc4cc(O)ccc4c3=O)ccc2O1
1,0,0,0,1,0,0,0,1,1,1,1,1,1,1,CC1(C)CC(=O)CC(C)(C)N1
1,1,0,0,2,1,0,1,1,1,1,1,0,1,1,CC1(C)CC(=O)c2c(C(F)(F)F)nn(-c3ccc(C(N)=O)c(N[C@H]4CC[C@H](O)CC4)c3)c2C1
1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,CC1(C)CC(=O)c2c(C(F)(F)F)nn(-c3ccc(C(N)=O)c(N[C@H]4CC[C@H](OC(=O)CN)CC4)c3)c2C1
1,0,0,1,1,1,0,0,1,0,1,0,0,0,1,CC1(C)CC(O)CC(C)(C)N1[O]
0,2,0,0,2,0,0,0,0,0,0,1,0,0,0,CC1(C)CCC(C)(C)c2cc(NC(=O)c3ccc(C(=O)O)cc3)ccc21
1,1,1,2,0,0,0,1,1,1,2,1,2,0,1,CC1(C)CCC(CN2CCN(c3ccc(C(=O)NS(=O)(=O)c4ccc(NCC5CCOCC5)c([N+](=O)[O-])c4)c(Oc4cnc5[nH]ccc5c4)c3)CC2)=C(c2ccc(Cl)cc2)C1
0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,CC1(C)CCC2=C(O1)c1ccccc1C(=O)C2=O
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CC1(C)CCC[C@@]2(C)OC(=O)C=C12
0,0,0,0,1,0,0,1,1,1,0,1,0,0,1,CC1(C)CCC[C@@]2(C)[C@H]1CC[C@@]1(C)OC(=O)C[C@H]21
0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,CC1(C)CCC[C@@]2(C)[C@H]1CC[C@@]1(C)OCC[C@H]21
1,1,0,0,0,1,1,1,0,0,0,1,1,0,0,CC1(C)CCC[C@](C)([C@H]2CC[C@]3(C)[C@@H]2[C@H](O)C[C@@H]2[C@@]4(C)CC[C@H](O)C(C)(C)[C@@H]4[C@H](O)C[C@]23C)O1
1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,CC1(C)CC[C@@]2(C(=O)O)[C@@H](C1)C1=CC[C@@H]3[C@@]4(C)CC[C@H](O)C(C)(C)[C@@H]4CC[C@@]3(C)[C@]1(C)C[C@H]2O
1,1,1,1,0,1,1,1,1,1,1,1,2,1,1,CC1(C)CC[C@@]2(C(=O)O)[C@@H](C1)C1=CC[C@@H]3[C@@]4(C)CC[C@H](O)[C@@](C)(C=O)[C@@H]4CC[C@@]3(C)[C@]1(C)C[C@H]2O
1,0,1,1,0,1,1,1,1,1,1,1,0,1,0,CC1(C)CC[C@@]2(C(=O)O)[C@@H](C1)C1=CC[C@@H]3[C@@]4(C)CC[C@H](O[C@@H]5O[C@H](CO)[C@@H](O)[C@H](O)[C@H]5O)C(C)(C)[C@@H]4CC[C@@]3(C)[C@]1(C)C[C@H]2O
1,1,0,1,2,1,1,1,1,1,1,1,1,2,1,CC1(C)CC[C@]2(C(=O)O)CCC3=C(CC[C@H]4[C@@]3(C)CC[C@H]3[C@](C)(C(=O)O)[C@@H](O)[C@@H](O)C[C@@]34C)[C@@H]2C1
1,1,1,2,2,1,1,1,1,1,1,1,2,2,1,CC1(C)CC[C@]2(C(=O)O)CCC3=C([C@@H](CCl)C[C@H]4[C@@]3(C)CC[C@H]3[C@](C)(C(=O)O)[C@@H](O)[C@@H](O)C[C@@]34C)[C@@H]2C1
1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,CC1(C)CC[C@]2(C(=O)O)CC[C@]3(C)C(=CC[C@@H]4[C@@]5(C)CCC(=O)C(C)(C)[C@@H]5CC[C@]43C)[C@@H]2C1
1,1,1,1,0,1,2,2,1,1,1,1,2,1,1,CC1(C)CC[C@]2(C(=O)O)CC[C@]3(C)C(=CC[C@@H]4[C@@]5(C)CC[C@H](O)[C@@](C)(CO)[C@@H]5CC[C@]43C)[C@@H]2C1
1,0,0,0,0,1,0,1,0,0,0,1,0,0,1,CC1(C)CC[C@]2(C(=O)O)CC[C@]3(C)C(=CC[C@@H]4[C@@]5(C)CC[C@H](O[C@@H]6O[C@H](C(=O)O)[C@@H](O)[C@H](O[C@@H]7OC[C@@H](O)[C@H](O)[C@H]7O)[C@H]6O)C(C)(C)[C@@H]5CC[C@]43C)[C@@H]2C1
1,0,1,1,2,1,1,1,1,1,1,1,1,1,1,CC1(C)CC[C@]2(C(=O)O)CC[C@]3(C)C(=CC[C@@H]4[C@@]5(C)C[C@@H](O)[C@H](O)C(C)(C)[C@@H]5CC[C@]43C)[C@@H]2C1
1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,CC1(C)CC[C@]2(C(=O)O)CC[C@]3(CO)C(=CC[C@@H]4[C@@]5(C)C[C@H](O)[C@H](O[C@@H]6O[C@H](CO)[C@@H](O)[C@H](O)[C@H]6O)[C@@](C)(C(=O)O)[C@@H]5CC[C@]43C)[C@@H]2C1
1,1,1,1,2,1,2,2,1,1,1,1,2,1,1,CC1(C)CC[C@]2(C(=O)O)[C@H](O)C[C@]3(C)C(=CC[C@@H]4[C@@]5(C)C[C@H](O)[C@H](O)[C@@](C)(CO)C5CC[C@]43C)[C@H]2C1
1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,CC1(C)CC[C@]2(C(=O)O[C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)CC[C@]3(C)C(=CC[C@@H]4[C@@]5(C)CC[C@H](O[C@@H]6O[C@H](C(=O)O)[C@@H](O)[C@H](O)[C@H]6O)C(C)(C)[C@@H]5CC[C@]43C)[C@@H]2C1
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,CC1(C)CC[C@]2(C(=O)O[C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)CC[C@]3(C)C(=CC[C@@H]4[C@@]5(C)CC[C@H](O[C@@H]6O[C@H](C(=O)O)[C@@H](O)[C@H](O)[C@H]6O[C@@H]6O[C@H](CO)[C@@H](O)[C@H](O)[C@H]6O)C(C)(C)[C@@H]5CC[C@]43C)[C@@H]2C1
1,0,0,0,0,1,1,1,1,0,0,1,0,0,0,CC1(C)CC[C@]2(C(=O)O[C@@H]3O[C@H](CO[C@@H]4O[C@H](CO)[C@@H](O)[C@H](O)[C@H]4O)[C@@H](O)[C@H](O)[C@H]3O)CC[C@]3(C)C(=CC[C@@H]4[C@@]5(C)CC[C@H](O[C@@H]6OC[C@H](O)[C@H](O)[C@H]6O)[C@@](C)(CO)C5CC[C@]43C)[C@@H]2C1
